"id","amount","avgBidMoney","avgBorrowMoney","background","bidderNum","borrowerNum","currentLeverageAmount","dataStatus","developZhishu","incomeRate","loanPeriod","netInflowOfThirty","newbackground","onlineTime","platId","platName","regCapital","status","stayStillOfNextSixty","stayStillOfTotal","timeOperation","top10DueInProportion","top10StayStillProportion","totalLoanNum","wdzjPlatId","weightedAmout","month"
"2198","27487.53","8.77","1446.71","","3135","19","11.53","0","0.0","10.25","2.83","736.33","民营系","2017-07-01","qtyd","祺天优贷","5000","0","40870.25","57664.93","28","10.67","99.23","508","1485","","2017-05"
"2199","26946.18","1.84","15.52","国资系","14607","1736","5.80","0","95.0","7.59","2.59","449.82","国资系","2017-07-01","2762","宝象金融","10000","0","34975.54","57960.55","26","0.00","0.00","5966","2762","","2017-05"
"2200","26586.80","8.96","49.42","民营系","2967","538","47.39","0","0.0","12.16","2.74","302.09","民营系","2017-07-01","rjb777","融金宝","1000","0","27203.21","47385.83","35","12.12","59.27","1887","743","","2017-05"
"2201","26382.93","23.75","12.60","","1111","2094","33.72","0","0.0","8.14","1.60","1480.72","民营系","2017-07-01","lianzidai","连资贷","1075","0","28616.07","36247.9","32","24.67","21.94","2095","1282","","2017-05"
"2202","25855.00","3.52","132.59","国资系","7355","195","16.49","0","0.0","10.30","4.13","360.56","国资系","2017-07-01","hurbao","互融宝","6000","0","51501.65","98938.96","37","6.70","22.72","298","694","","2017-05"
"2203","25363.63","5.99","5072.73","国资系","4234","5","7.45","0","0.0","7.14","1.72","1315.66","国资系","2017-07-01","2954","金投手","5000","0","20029.54","37228.36","24","8.58","100.00","950","2954","","2017-05"
"2204","24241.20","6.08","150.57","民营系","3984","161","21.37","0","0.0","10.96","1.54","1060.75","风投系","2017-07-01","miniwangdai","迷你贷","2000","0","36816.88","42732.34","43","26.23","13.35","1037","387","","2017-05"
"2205","24068.15","1.47","9.33","","16424","2580","7.13","0","0.0","13.32","5.49","732.07","民营系","2017-07-01","3416","多多理财","10000","0","33904.77","71314.62","25","4.39","2.16","2580","3416","","2017-05"
"2206","23931.04","5.76","68.57","民营系","4158","349","9.46","0","0.0","9.44","2.11","435.93","民营系","2017-07-01","5687","爱米理财","5000","0","32717.95","47298.3","20","4.85","16.85","490","5687","","2017-05"
"2207","23502.62","4.26","20.89","上市公司系","5517","1125","7.06","0","67.0","10.31","5.85","409.99","上市系","2017-07-01","3596","e融所","10000","0","24974.81","70570.74","17","24.03","2.69","1125","3596","","2017-05"
"2208","21928.95","15.43","108.56","民营系","1421","202","10.61","0","0.0","12.08","2.73","369.62","民营系","2017-07-01","4011","华赢贷","5000","0","33846.97","53056.63","25","25.00","19.94","585","4011","","2017-05"
"2209","21760.00","3.75","340.00","","5810","64","19.72","0","0.0","14.49","5.64","759.04","民营系","2017-07-01","sslj8cn","乐居财富","5000","0","27601.51","98612.33","31","5.92","6.28","655","1216","","2017-05"
"2210","21659.75","8.56","7.43","","2529","2914","7.75","0","34.0","11.51","23.42","635.48","上市系","2017-07-01","660","联金所","6800","0","4320.04","52694.96","43","27.13","0.49","18713","660","","2017-05"
"2211","21592.34","5.29","378.81","上市公司系","4083","57","2.15","0","40.0","9.58","2.17","2452.30","上市系","2017-07-01","zhubaodai","珠宝贷","43000","0","78082.8","92384.83","32","12.37","32.52","447","883","","2017-05"
"2212","21311.06","1.60","15.11","","13329","1410","11.50","0","64.0","8.84","2.44","571.16","风投系","2017-07-01","kesucorp","可溯金融","5000","0","30306.92","57517.91","32","5.83","1.77","1604","1440","","2017-05"
"2213","21093.85","7.87","2.33","","2680","9043","51.53","0","98.0","13.84","10.53","359.54","风投系","2017-07-01","tutengdai","图腾贷","1278","0","20549.74","65858.15","33","10.93","2.16","9407","881","","2017-05"
"2214","20592.62","2.02","11.49","民营系","10173","1792","13.95","1","28.0","9.27","4.04","374.89","风投系","2017-07-01","duanrong","短融网","5494","0","27098.59","76632.43","35","6.66","0.72","1792","664","","2017-05"
"2215","20303.70","6.82","507.59","","2978","40","20.65","0","71.0","13.85","5.17","-0.25","国资系","2017-07-01","qdai","口贷网","5500","0","50024.24","113601.31","78","4.72","32.01","211","1089","","2017-05"
"2216","19789.63","1.90","8.81","","10400","2247","7.63","0","0.0","9.20","3.23","-100.48","国资系","2017-07-01","3921","乐享宝","5000","0","16639.54","38156.96","17","3.93","19.02","2247","3921","","2017-05"
"2217","19721.91","2.85","252.85","","6927","78","13.79","0","0.0","9.30","4.99","402.86","民营系","2017-07-01","twotiger","两只老虎","5000","0","26841.41","68945.0","35","4.88","44.30","327","674","","2017-05"
"2218","19029.30","3.73","14.79","","5102","1287","15.03","0","0.0","10.99","3.29","377.73","民营系","2017-07-01","1ju","宜聚网","5000","0","24399.43","75137.37","50","7.68","0.45","1287","154","","2017-05"
"2219","19003.00","3.96","2111.44","国资系","4801","9","4.52","0","0.0","9.12","3.53","314.51","国资系","2017-07-01","4355","多融财富","10000","0","20693.18","45180.6","14","5.99","100.00","520","4355","","2017-05"
"2220","18720.46","1.12","61.38","","16760","305","9.57","0","0.0","12.86","11.18","719.30","民营系","2017-07-01","haoinvestcom","安捷财富","20000","0","26737.85","191351.23","35","3.34","39.92","308","900","","2017-05"
"2221","18526.93","9.78","115.79","","1894","160","36.45","0","0.0","8.13","8.60","1055.24","上市系","2017-07-01","jyc99","聚有财","3000","0","19932.46","109335.35","36","14.84","63.43","556","1095","","2017-05"
"2222","18464.94","5.19","28.02","","3560","659","16.54","0","0.0","8.34","5.05","159.79","上市系","2017-07-01","4142","嘉石榴","5000","0","28429.34","82699.83","24","10.18","97.88","2178","4142","","2017-05"
"2223","18394.01","3.54","61.72","","5203","298","8.18","0","39.0","8.63","7.95","437.98","上市系","2017-07-01","yinker","银客理财","10000","0","32651.25","81763.75","41","24.45","20.19","699","430","","2017-05"
"2224","18166.41","3.55","25.20","","5112","721","4.54","0","0.0","7.68","2.06","1013.89","民营系","2017-07-01","2953","知商金融","10000","0","22841.6","45436.33","23","7.03","20.53","1155","2953","","2017-05"
"2225","17481.72","5.71","34.08","","3059","513","3.67","0","87.0","8.92","4.20","494.62","上市系","2017-07-01","799","广州e贷","12000","0","16122.61","44072.29","33","30.83","42.35","2545","799","","2017-05"
"2226","17227.43","0.00","103.78","上市公司系","0","166","12.57","0","0.0","8.38","4.29","1370.61","上市系","2017-07-01","weijinsuo","微金所","5000","0","26944.71","62853.85","43","47.78","76.98","607","415","","2017-05"
"2227","16852.00","18.40","98.55","","916","171","53.86","0","41.0","5.85","11.28","178.20","国资系","2017-07-01","5djbb","金宝保","3000","0","47572.85","161584.33","35","2.88","3.50","171","984","","2017-05"
"2228","16658.24","0.84","17.70","","19943","941","4.94","0","0.0","9.19","1.89","651.84","民营系","2017-07-01","1527","百金贷","5000","0","18233.08","24703.1","29","6.79","22.92","1727","1527","","2017-05"
"2229","16566.17","3.39","13.92","","4888","1190","20.90","0","0.0","11.43","8.99","382.24","上市系","2017-07-01","96caifu","玖融网","2500","0","17400.06","52248.71","47","15.08","10.14","1340","246","","2017-05"
"2230","16485.60","4.36","1831.73","民营系","3778","9","16.82","0","0.0","9.14","5.82","904.51","民营系","2017-07-01","4420","金盈所","5000","0","17064.06","84110.6","12","5.00","100.00","1130","4420","","2017-05"
"2231","16304.58","15.15","22.55","","1076","723","15.77","0","0.0","11.95","0.96","314.99","民营系","2017-07-01","2052","聚车金融","1000","0","17053.25","15767.17","28","15.56","5.86","723","2052","","2017-05"
"2232","16121.84","2.60","60.38","","6201","267","22.44","0","51.0","11.21","8.93","545.65","上市系","2017-07-01","baocai","抱财网","5000","0","34698.76","112185.04","39","3.92","28.50","2267","541","","2017-05"
"2233","16110.86","6.25","11.61","上市公司系","2577","1388","6.19","0","75.0","10.05","3.39","406.38","上市系","2017-07-01","3051","易港金融","6000","0","16217.29","37147.87","31","17.30","8.82","1482","3051","","2017-05"
"2234","15956.20","82.67","130.79","","193","122","19.59","0","0.0","7.33","4.63","-184.99","国资系","2017-07-01","cgnfs","中广核富盈","3000","0","26119.82","58768.36","33","69.11","58.56","430","1050","","2017-05"
"2235","15838.11","3.40","15.48","国资系","4654","1023","16.31","0","0.0","9.95","7.92","-402.49","国资系","2017-07-01","xinxindai","新新贷","5000","0","28864.3","81544.65","64","8.33","22.28","1209","95","","2017-05"
"2236","15816.80","8.36","110.61","","1893","143","3.58","0","0.0","9.11","1.30","1141.96","国资系","2017-07-01","4286","金筑财富","5000","0","17451.5","17904.54","15","29.15","41.86","319","4286","","2017-05"
"2237","15702.86","3.49","66.26","","4499","237","24.25","1","79.0","9.81","7.36","349.30","国资系","2017-07-01","1274","大麦理财","3000","0","12169.87","72762.93","32","5.21","9.38","237","1274","","2017-05"
"2238","15513.35","1.82","32.52","","8528","477","17.93","0","0.0","10.64","6.84","468.77","上市系","2017-07-01","2389","壹佰金融","5000","0","14861.18","89634.02","23","2.24","13.27","533","2389","","2017-05"
"2239","15449.70","7.58","78.83","民营系","2038","196","9.35","0","0.0","10.39","7.28","116.79","民营系","2017-07-01","cashlai","钱来网","5818","0","16709.22","54420.58","37","40.10","9.17","204","581","","2017-05"
"2240","15406.27","4.69","570.60","民营系","3282","27","8.62","0","0.0","8.51","4.04","564.62","风投系","2017-07-01","huaguo","花果金融","5000","0","24177.76","43120.45","41","10.33","66.44","476","396","","2017-05"
"2241","15394.13","4.13","36.31","","3724","424","11.12","0","69.0","12.38","11.29","-7.50","国资系","2017-07-01","2930","万盈金融","10000","0","23157.96","111233.25","25","10.36","31.31","2038","2930","","2017-05"
"2242","15352.88","10.03","4.59","民营系","1531","3345","3.17","0","0.0","7.71","2.23","440.96","民营系","2017-07-01","2910","爱本地","5000","0","10581.37","15871.07","24","45.57","32.53","8824","2910","","2017-05"
"2243","15314.97","5.79","15314.97","民营系","2647","1","5.16","0","0.0","10.43","2.22","144.68","民营系","2017-07-01","4076","领投鸟理财","5000","0","19170.26","25775.66","16","13.10","100.00","618","4076","","2017-05"
"2244","15243.44","3.60","1.93","","4233","7878","4.24","0","0.0","9.85","0.96","384.47","上市系","2017-07-01","3859","联连理财","5000","0","13961.65","21202.03","17","14.57","58.04","39694","3859","","2017-05"
"2245","15051.23","4.75","165.40","","3166","91","5.75","0","0.0","11.46","2.62","310.13","民营系","2017-07-01","yesvion","粤商贷","5000","0","19405.83","28740.51","41","9.62","50.63","318","398","","2017-05"
"2246","14762.57","4.07","7.24","","3626","2040","13.42","0","66.0","12.47","6.12","138.53","风投系","2017-07-01","p2phx","恒信易贷","4000","0","21637.34","53684.81","42","6.79","1.10","2041","491","","2017-05"
"2247","14515.00","4.53","500.52","国资系","3207","29","5.66","0","0.0","10.74","1.88","184.73","国资系","2017-07-01","574","大同行","5000","0","14396.36","28324.58","37","9.91","59.89","763","574","","2017-05"
"2248","14470.00","4.89","89.88","","2961","161","11.08","0","0.0","13.32","8.16","675.87","国资系","2017-07-01","haohaolicai","好好理财","5000","0","8573.2","55414.18","24","7.05","7.23","265","3322","","2017-05"
"2249","14224.22","2.44","0.43","民营系","5840","33333","10.67","0","45.0","8.92","9.11","381.30","风投系","2017-07-01","yonglibao","永利宝","2000","0","7339.09","55305.03","43","4.91","3.18","47897","443","","2017-05"
"2250","14138.64","3.04","53.76","","4651","263","8.27","0","0.0","13.92","10.21","521.21","民营系","2017-07-01","chenghuitong","诚汇通","10000","0","20713.45","82746.29","47","9.78","5.83","1049","245","","2017-05"
"2251","13869.53","3.02","17.83","民营系","4586","778","79.19","0","57.0","8.94","6.02","-93.81","风投系","2017-07-01","irongbei","融贝网","1212","0","34567.19","95974.93","38","7.07","1.47","779","1144","","2017-05"
"2252","13759.68","1.53","2293.28","国资系","8995","6","3.69","0","0.0","9.73","2.92","550.02","国资系","2017-07-01","4109","国泰·惠民益贷","10000","0","16446.21","36931.33","25","15.90","100.00","169","4109","","2017-05"
"2253","13713.39","2.85","7.57","民营系","4808","1811","8.02","0","0.0","13.05","2.77","138.49","风投系","2017-07-01","tintinloan","丁丁贷","5000","0","24570.25","40082.31","46","3.81","6.85","1951","336","","2017-05"
"2254","13665.98","7.42","1952.28","","1842","7","64.41","0","0.0","8.34","5.04","113.92","民营系","2017-07-01","695","旺财谷","1000","0","26266.27","64408.82","35","29.95","99.29","469","695","","2017-05"
"2255","13552.67","6.24","65.79","民营系","2173","206","3.90","0","0.0","8.09","2.24","529.20","民营系","2017-07-01","hhycdaicom","小鸡理财","6000","0","11723.8","23422.17","33","12.47","56.97","327","1822","","2017-05"
"2256","13392.79","11.96","7.51","","1120","1784","6.61","0","0.0","12.30","1.79","209.40","民营系","2017-07-01","4352","互惠理财网","3000","0","15584.89","19840.82","22","24.95","4.89","1834","4352","","2017-05"
"2257","13096.78","4.19","11.28","","3122","1161","49.18","0","0.0","9.95","5.08","374.96","民营系","2017-07-01","licai168","168理财","1000","0","17621.95","49180.83","41","6.72","33.40","1443","850","","2017-05"
"2258","12918.21","6.53","61.52","","1977","210","8.36","0","0.0","10.07","5.01","651.01","民营系","2017-07-01","xiaoyoucai","小油菜","5000","0","18630.27","41811.38","40","10.28","4.75","430","524","","2017-05"
"2259","12589.00","124.64","3147.25","","101","4","1.21","0","0.0","8.48","1.99","603.08","民营系","2017-07-01","2639","一点钱","10000","0","6099.31","12067.28","21","93.07","100.00","37","2639","","2017-05"
"2260","12436.00","3.37","355.31","民营系","3694","35","37.75","0","0.0","9.44","4.07","-276.89","民营系","2017-07-01","1595","海金所","1200","0","26406.72","45297.57","27","17.53","35.41","238","1595","","2017-05"
"2261","12315.89","16.87","83.22","","730","148","5.23","0","0.0","10.42","2.67","288.33","民营系","2017-07-01","1937","借贷之家","6000","0","19223.37","31350.96","30","32.85","17.48","183","1937","","2017-05"
"2262","12208.00","6.15","200.13","上市公司系","1986","61","20.23","0","0.0","9.30","3.37","515.26","上市系","2017-07-01","2600","钱香","1600","0","118940.87","32375.24","25","39.07","17.83","189","2600","","2017-05"
"2263","12163.00","3.43","119.25","民营系","3542","102","9.97","0","0.0","9.19","4.15","569.87","民营系","2017-07-01","lichengdai","信广立诚贷","5000","0","13775.36","49846.43","32","9.47","24.77","534","1286","","2017-05"
"2264","12160.80","1.92","29.30","民营系","6336","415","8.17","0","0.0","10.42","3.59","422.11","风投系","2017-07-01","sxrong","三信贷","5000","0","19275.71","40863.56","57","12.08","12.88","735","102","","2017-05"
"2265","12127.61","1.53","303.19","","7925","40","1.41","0","0.0","10.65","1.39","336.69","民营系","2017-07-01","1465","渝金所","10000","0","11945.49","14081.03","31","10.82","54.46","341","1465","","2017-05"
"2266","11860.54","5.04","15.23","","2355","779","87.81","0","0.0","9.22","12.20","486.32","民营系","2017-07-01","qiandt","乾贷网","1000","0","44610.37","87808.53","43","4.80","28.30","1618","403","","2017-05"
"2267","11677.92","3.29","33.75","民营系","3554","346","21.34","0","0.0","9.12","9.35","250.85","民营系","2017-07-01","anxin","安心贷","5000","0","14814.43","106699.66","72","6.98","15.97","2708","92","","2017-05"
"2268","11428.00","15.94","519.45","","717","22","3.40","0","0.0","7.22","2.23","930.73","民营系","2017-07-01","sunfobank","新富金融","5000","0","7284.82","17002.27","38","47.39","77.41","128","724","","2017-05"
"2269","10840.43","1.32","9.62","","8197","1127","9.00","0","0.0","10.20","35.13","563.17","","2017-07-01","5310","花虾金融","5000","0","2756.71","44991.85","19","8.94","1.23","1127","5310","","2017-05"
"2270","10717.17","2.06","2679.29","","5211","4","6.29","0","0.0","12.20","3.63","-84.65","上市系","2017-07-01","2635","钱内助","5000","0","13717.49","31442.27","22","10.88","100.00","281","2635","","2017-05"
"2271","10701.91","3.90","5.99","民营系","2742","1787","34.58","0","0.0","10.44","9.84","232.73","民营系","2017-07-01","51qianba","钱吧","2000","0","16639.85","69168.84","35","9.41","0.99","2395","686","","2017-05"
"2272","10501.65","10.39","10501.65","","1011","1","28.67","0","0.0","8.23","3.48","165.60","","2017-07-01","vpfinance","微品金融","1000","0","12991.56","28670.69","23","9.80","100.00","71","4204","","2017-05"
"2273","10500.00","2.12","59.66","民营系","4946","176","3.49","0","0.0","10.70","3.86","437.71","风投系","2017-07-01","1623","中融投","10000","0","12318.06","34904.59","29","8.61","3.18","176","1623","","2017-05"
"2274","10461.50","3.45","1162.39","国资系","3035","9","2.75","0","0.0","10.74","3.63","99.04","国资系","2017-07-01","2683","小狗钱钱","10000","0","9882.88","27479.29","21","8.24","100.00","364","2683","","2017-05"
"2275","10370.81","3.66","66.48","民营系","2833","156","2.47","0","0.0","9.23","2.34","148.60","民营系","2017-07-01","moneytree33","摇财树","11000","0","17536.18","27209.55","26","9.49","19.49","337","1868","","2017-05"
"2276","10253.07","7.88","10253.07","国资系","1301","1","4.74","0","0.0","11.27","6.96","257.98","国资系","2017-07-01","fhjr","丰汇金融","10000","0","16792.71","47411.42","28","11.12","82.05","397","1516","","2017-05"
"2277","10175.10","10.59","3391.70","民营系","961","3","1.13","0","0.0","8.08","1.98","364.42","民营系","2017-07-01","4588","椰子理财","10000","0","10764.76","11266.02","17","38.63","100.00","134","4588","","2017-05"
"2278","10048.56","0.55","197.03","","18146","51","3.10","0","0.0","8.21","1.88","328.78","民营系","2017-07-01","5588","念钱安","5001","0","17803.55","15493.18","19","0.00","0.00","319","5588","","2017-05"
"2279","10000.65","3.50","11.39","","2854","878","0.00","0","","15.83","15.98","0.00","","","yrhx","易融恒信","0","0","","","0","0.00","0.00","1103","0","","2017-05"
"2280","9947.39","5.94","115.67","","1674","86","6.35","0","0.0","10.19","7.23","-121.52","民营系","2017-07-01","longdai","龙贷","5000","0","13233.35","31757.75","37","17.31","26.44","111","613","","2017-05"
"2281","9800.60","7.20","146.28","","1362","67","7.19","0","55.0","7.82","9.13","423.39","国资系","2017-07-01","kingkaid","金开贷","8000","0","15061.4","57528.23","36","5.76","14.04","68","488","","2017-05"
"2282","9705.25","3.31","92.43","","2934","105","0.00","0","0.0","11.75","10.24","0.00","民营系","2017-07-01","5258","金元宝理财","5263","0","0.0","0.0","0","-100.00","-100.00","229","5258","","2017-05"
"2283","9680.00","4.32","95.84","","2239","101","3.15","0","90.0","7.80","4.55","291.39","民营系","2017-07-01","zrbao","中融宝","10000","0","14452.89","31462.3","35","6.44","19.61","101","1005","","2017-05"
"2284","9674.42","7.86","24.87","","1231","389","1.96","0","29.0","8.44","8.99","192.32","上市系","2017-07-01","2375","杉易贷","10110","0","3753.42","19789.61","32","22.66","6.03","1717","2375","","2017-05"
"2285","9379.61","2.41","0.16","","3891","58330","0.09","0","0.0","6.84","2.17","96.69","民营系","2017-07-01","5133","善林宝","120000","0","5667.41","10608.02","23","6.27","66.16","61295","5133","","2017-05"
"2286","9369.82","22.85","468.49","国资系","410","20","4.23","0","0.0","10.19","4.27","6.66","国资系","2017-07-01","4126","金财动力","5000","0","13520.45","21171.43","23","25.72","86.99","127","4126","","2017-05"
"2287","9116.91","1.99","94.97","民营系","4571","96","9.62","0","0.0","11.17","6.15","158.74","风投系","2017-07-01","xueshandai","雪山贷","6000","0","16960.01","57716.99","51","12.57","6.99","127","171","","2017-05"
"2288","9091.21","4.21","189.40","","2160","48","9.95","0","0.0","10.98","3.70","328.30","民营系","2017-07-01","hudaicom","互贷网","6000","0","13542.99","59679.72","46","22.29","98.53","202","324","","2017-05"
"2289","9073.82","3.34","19.02","民营系","2714","477","14.16","0","81.0","14.19","3.44","263.03","风投系","2017-07-01","677","沪商财富","1136","0","9665.5","16089.64","35","19.00","6.72","566","677","","2017-05"
"2290","9025.69","8.33","15.48","民营系","1083","583","0.00","0","0.0","6.00","2.07","0.00","民营系","2017-07-01","6398","链链金融","1000","0","0.0","0.0","0","-100.00","-100.00","708","6398","","2017-05"
"2291","8850.90","8.94","41.55","民营系","990","213","4.44","0","0.0","8.10","4.79","418.45","民营系","2017-07-01","1392","融租E投","10000","0","13767.79","44362.91","33","16.53","30.12","283","1392","","2017-05"
"2292","8770.50","12.22","5.39","","718","1628","37.50","0","0.0","8.92","4.03","281.74","国资系","2017-07-01","dezhong365","德众金融","2000","0","20872.37","75005.16","36","6.69","72.29","3994","648","","2017-05"
"2293","8527.86","11.05","294.06","民营系","772","29","5.78","0","0.0","9.42","2.38","281.15","民营系","2017-07-01","2154","果儿金融","3000","0","11049.66","17327.96","23","23.78","73.23","713","2154","","2017-05"
"2294","8463.41","3.72","8.50","","2276","996","7.72","0","0.0","8.44","7.31","222.80","民营系","2017-07-01","zhifu360","智富360","5000","0","17466.09","38579.11","26","10.12","1.30","1001","2136","","2017-05"
"2295","8402.00","10.20","100.02","","824","84","6.61","0","0.0","12.41","4.96","-327.15","民营系","2017-07-01","51qed","企额贷","5000","0","14281.76","33028.83","31","14.30","26.01","121","1774","","2017-05"
"2296","8298.18","7.14","50.29","民营系","1163","165","432.08","0","0.0","8.66","15.19","-355.20","民营系","2017-07-01","itoumi","投米网","1000","0","60880.94","432084.19","36","13.89","7.70","168","1131","","2017-05"
"2297","8185.00","5.28","430.79","民营系","1551","19","8.91","0","0.0","14.43","9.09","-8.08","民营系","2017-07-01","1701","三益宝","5000","0","7426.95","44549.1","30","8.49","86.43","38","1701","","2017-05"
"2298","8170.51","3.83","9.95","","2135","821","19.79","0","0.0","13.22","2.79","124.44","民营系","2017-07-01","jql","金桥梁","1000","0","9985.07","19786.35","38","11.85","3.76","823","1130","","2017-05"
"2299","8080.23","3.00","323.21","民营系","2697","25","0.28","0","0.0","7.71","5.72","446.39","民营系","2017-07-01","2622","九信金融","200000","0","14492.07","55441.54","24","6.96","66.62","411","2622","","2017-05"
"2300","8072.20","1.95","14.26","民营系","4140","566","4.75","0","0.0","7.80","4.39","173.38","民营系","2017-07-01","yunqiandai","云钱袋","10000","0","10602.22","47467.95","35","6.33","0.57","566","2198","","2017-05"
"2301","8065.00","9.65","38.04","民营系","836","212","0.89","0","0.0","9.48","2.33","29.90","民营系","2017-07-01","kuaikuaidai","快快贷","20000","0","12021.22","17756.45","36","28.54","6.15","212","685","","2017-05"
"2302","7960.66","47.96","331.69","","166","24","0.00","0","","9.03","1.83","0.00","","","6scf","六顺财富","0","0","","","0","0.00","0.00","215","0","","2017-05"
"2303","7920.00","1.42","132.00","","5558","60","1.91","0","0.0","12.65","5.48","160.14","国资系","2017-07-01","4235","普汇云通","13000","0","7202.56","24894.57","21","14.05","12.37","139","4235","","2017-05"
"2304","7825.61","2.61","43.24","","2997","181","8.69","0","0.0","11.59","6.62","149.80","国资系","2017-07-01","2310","绿化贷","5000","0","12172.49","43448.94","25","7.01","15.20","491","2310","","2017-05"
"2305","7765.50","5.43","125.25","","1429","62","3.53","0","0.0","8.68","2.93","165.69","民营系","2017-07-01","4144","前海惠农","5000","0","8232.46","17673.72","17","14.86","23.13","186","4144","","2017-05"
"2306","7544.05","1.81","251.47","","4165","30","4.44","0","0.0","10.35","3.49","321.86","风投系","2017-07-01","4343","银狐财富","5000","0","11460.98","22211.55","22","4.90","38.33","153","4343","","2017-05"
"2307","7484.00","2.39","21.82","","3133","343","7.52","1","0.0","8.59","5.17","174.45","民营系","2017-07-01","496","超爱财","3000","0","9071.06","22555.47","37","8.40","3.35","355","496","","2017-05"
"2308","7452.97","12.74","240.42","民营系","585","31","1.91","0","0.0","9.12","1.48","198.05","民营系","2017-07-01","yxp2p","壹心贷","5000","0","7677.52","9573.89","41","31.94","58.95","182","458","","2017-05"
"2309","7317.80","2.10","215.23","民营系","3490","34","5.29","0","0.0","9.61","3.96","218.75","风投系","2017-07-01","hepandai","合盘贷","5000","0","9319.1","26447.35","50","5.68","33.73","79","173","","2017-05"
"2310","7297.03","1.99","21.40","","3669","341","4.57","0","0.0","10.08","3.88","288.18","民营系","2017-07-01","699","壹宝贷","5000","0","10682.84","22837.26","35","7.73","21.88","442","699","","2017-05"
"2311","7220.00","3.83","515.71","","1886","14","4.63","1","0.0","8.82","1.92","174.24","民营系","2017-07-01","lalacaifu","拉拉财富","5000","0","15249.61","23136.46","29","8.73","51.01","151","1469","","2017-05"
"2312","7210.43","6.04","9.84","","1193","733","1.51","0","0.0","8.87","1.09","160.80","民营系","2017-07-01","3684","汇诚金服","5500","0","7975.42","8292.41","19","19.86","12.15","735","3684","","2017-05"
"2313","7165.00","3.42","341.19","民营系","2097","21","8.60","0","0.0","7.58","3.25","60.16","民营系","2017-07-01","3854","财富派(京)","2000","0","7053.4","17202.57","22","14.55","60.22","84","3854","","2017-05"
"2314","7014.49","3.55","40.55","","1974","173","5.82","0","0.0","8.49","6.45","262.29","民营系","2017-07-01","49","汇通易贷","5000","0","9154.84","29091.38","73","11.17","15.16","311","49","","2017-05"
"2315","6946.86","7.72","257.29","","900","27","0.00","0","","7.16","4.03","0.00","","","kbdk","口碑贷","0","0","","","0","0.00","0.00","88","0","","2017-05"
"2316","6824.19","5.97","758.24","","1144","9","4.72","0","0.0","10.57","1.49","59.07","民营系","2017-07-01","4279","诚信贷","10000","0","24518.01","47187.86","30","7.73","88.94","138","4279","","2017-05"
"2317","6776.16","9.53","9.88","民营系","711","686","5.26","0","0.0","8.43","10.92","459.00","民营系","2017-07-01","4147","森昊好时贷","10000","0","5130.98","52634.62","36","9.62","9.77","729","4147","","2017-05"
"2318","6767.56","6.11","7.25","民营系","1108","934","8.02","0","82.0","12.50","11.73","-98.69","民营系","2017-07-01","honhe","后河财富","5180","0","12295.91","41542.07","40","35.95","1.68","943","417","","2017-05"
"2319","6675.00","5.48","125.94","民营系","1218","53","0.57","0","0.0","10.23","2.24","201.69","民营系","2017-07-01","3272","银巴克","23000","0","8409.3","13068.49","29","28.64","22.92","62","3272","","2017-05"
"2320","6658.58","2.58","665.86","","2584","10","8.67","0","0.0","11.59","5.80","-27.77","民营系","2017-07-01","1069","小猪罐子","3125","0","9697.27","27091.45","34","7.29","98.89","841","1069","","2017-05"
"2321","6597.60","8.42","244.36","","784","27","1.78","0","0.0","13.53","1.31","87.22","","2017-07-01","5392","城铁在融","6615","0","9895.17","11792.74","24","33.90","68.25","226","5392","","2017-05"
"2322","6572.73","1.28","5.62","","5116","1169","14.33","0","74.0","12.97","4.33","109.14","上市系","2017-07-01","goodsure","果树财富","1875","0","8059.44","26861.78","34","6.72","1.52","1476","746","","2017-05"
"2323","6373.38","2.13","8.79","民营系","2987","725","9.07","0","0.0","12.93","7.47","147.07","风投系","2017-07-01","ship2p","沃时贷","3750","0","14132.2","34024.99","43","9.44","2.69","1191","368","","2017-05"
"2324","6250.00","15.10","328.95","民营系","414","19","1.72","0","0.0","9.49","1.77","556.46","民营系","2017-07-01","2651","1818优本财富","5000","0","9436.7","8580.24","32","24.70","64.06","68","2651","","2017-05"
"2325","6197.86","11.23","619.79","","552","10","1.75","0","0.0","6.70","2.08","0.00","国资系","2017-07-01","4535","中平金融","10000","0","13658.79","17495.33","14","17.08","98.01","20","4535","","2017-05"
"2326","6162.00","13.45","616.20","国资系","458","10","2.35","0","0.0","6.19","2.64","119.96","国资系","2017-07-01","gzjkp2p","金控网贷","10000","0","18190.03","23459.91","35","19.92","98.89","72","822","","2017-05"
"2327","6117.40","2.07","113.29","民营系","2949","54","1.50","0","0.0","11.77","2.01","236.15","风投系","2017-07-01","jujinziben","聚金资本","10001","0","10162.82","14967.79","35","8.90","54.21","114","633","","2017-05"
"2328","6094.10","8.54","95.22","","714","64","1.46","0","0.0","7.44","1.23","-326.02","民营系","2017-07-01","4582","爱理财","8000","0","9220.14","11704.22","13","15.17","24.72","67","4582","","2017-05"
"2329","5950.30","4.12","138.38","民营系","1445","43","20.37","0","0.0","12.82","6.81","332.14","民营系","2017-07-01","sifangqian","私房钱","1000","0","8685.47","20372.11","32","16.60","48.76","119","911","","2017-05"
