"id","amount","avgBidMoney","avgBorrowMoney","background","bidderNum","borrowerNum","currentLeverageAmount","dataStatus","developZhishu","incomeRate","loanPeriod","netInflowOfThirty","newbackground","onlineTime","platId","platName","regCapital","status","stayStillOfNextSixty","stayStillOfTotal","timeOperation","top10DueInProportion","top10StayStillProportion","totalLoanNum","wdzjPlatId","weightedAmout","month"
"2330","5945.26","1.74","68.34","国资系","3419","87","0.96","0","0.0","7.80","1.19","-602.84","国资系","2017-07-01","1423","民投金服","15000","0","9551.89","14349.4","29","5.96","6.99","2973","1423","","2017-05"
"2331","5896.27","2.20","8.75","民营系","2677","674","4.18","0","0.0","16.21","7.56","149.60","民营系","2017-07-01","xwsd","小微时贷","5000","0","6297.99","20885.26","29","10.63","2.73","676","1411","","2017-05"
"2332","5853.00","9.49","344.29","民营系","617","17","8.34","0","0.0","12.50","3.34","-29.09","民营系","2017-07-01","201","金e柴神","2000","0","6400.71","16686.62","47","20.97","63.87","55","201","","2017-05"
"2333","5775.00","6.46","78.04","","894","74","7.43","0","0.0","9.90","7.18","227.83","民营系","2017-07-01","1764","医购贷","4000","0","7379.32","29713.72","30","18.87","3.76","74","1764","","2017-05"
"2334","5708.50","5.96","33.38","民营系","957","171","1.24","0","0.0","15.18","5.26","249.80","民营系","2017-07-01","3955","中潮金服","10000","0","5731.44","12437.33","17","20.21","8.16","171","3955","","2017-05"
"2335","5695.61","1.14","73.02","国资系","5001","78","2.02","0","0.0","11.22","3.23","638.83","国资系","2017-07-01","1949","固金所","5000","0","7889.77","10086.27","25","20.64","28.46","116","1949","","2017-05"
"2336","5669.99","3.43","22.68","上市公司系","1652","250","1.64","0","0.0","7.11","1.33","115.38","上市系","2017-07-01","3991","农泰金融","5000","0","4704.2","8209.12","18","10.18","13.70","307","3991","","2017-05"
"2337","5633.50","43.67","140.84","民营系","129","40","1.23","0","0.0","12.80","1.07","343.20","民营系","2017-07-01","pmzaixian","胖毛在线","5000","0","6040.14","6141.66","47","85.21","50.42","79","392","","2017-05"
"2338","5546.50","5.98","19.06","","928","291","6.27","0","0.0","10.76","6.23","96.12","民营系","2017-07-01","putiandai","普天贷","3000","0","8535.63","18801.14","48","23.03","13.92","323","533","","2017-05"
"2339","5466.54","5.51","94.25","","993","58","4.16","0","0.0","13.08","3.87","139.74","民营系","2017-07-01","zibenzaixian","资本在线","5000","0","7248.86","20813.5","44","12.99","22.48","271","333","","2017-05"
"2340","5385.50","10.64","1077.10","民营系","506","5","1.01","0","0.0","11.87","0.77","217.38","民营系","2017-07-01","dfsjr","大丰收金融","5000","0","5378.28","5042.72","30","31.97","100.00","70","1308","","2017-05"
"2341","5357.06","3.67","11.02","","1460","486","3.53","0","0.0","15.65","6.86","134.08","民营系","2017-07-01","1653","中兴财富","5200","0","7593.77","18343.11","26","12.82","5.83","574","1653","","2017-05"
"2342","5345.00","2.96","113.72","","1808","47","1.81","0","0.0","10.14","1.90","183.18","国资系","2017-07-01","3917","万家贷","5000","0","5920.6","9072.05","24","11.61","72.57","568","3917","","2017-05"
"2343","5267.32","1.56","10.91","","3382","483","24.88","0","0.0","16.09","9.68","112.21","民营系","2017-07-01","toufuli","投复利","1500","0","6160.32","37316.91","29","10.14","12.15","635","1331","","2017-05"
"2344","5233.60","5.12","11.89","","1023","440","1.57","0","0.0","14.83","1.81","76.06","民营系","2017-07-01","1160","众易贷","5001","0","20164.6","7864.77","32","14.91","6.71","440","1160","","2017-05"
"2345","5232.95","3.44","168.80","","1522","31","20.95","0","0.0","6.00","2.56","-384.15","民营系","2017-07-01","rmbboxcom","邦帮堂","10000","0","43648.52","209529.99","32","5.05","57.68","69","1041","","2017-05"
"2346","5170.69","8.76","172.36","国资系","590","30","29.81","0","0.0","7.36","11.16","-127.21","国资系","2017-07-01","ddxlong","贷贷兴隆","2000","0","13585.68","59617.05","41","17.59","51.92","116","446","","2017-05"
"2347","5149.01","5.31","85.82","","969","60","3.19","0","0.0","15.16","3.80","75.40","民营系","2017-07-01","xinhedai","信和贷","5000","0","10110.33","15969.05","52","14.77","25.97","310","278","","2017-05"
"2348","5148.76","7.81","14.80","","659","348","3.65","0","0.0","12.34","3.85","292.40","民营系","2017-07-01","gofobao","广富宝","2510","0","4121.72","9158.46","46","24.90","8.29","2776","220","","2017-05"
"2349","5083.00","50.33","57.11","民营系","101","89","13.88","0","0.0","11.50","1.42","0.58","民营系","2017-07-01","zhechangdai","浙昌贷","500","0","6612.42","6942.1","39","53.79","8.81","89","474","","2017-05"
"2350","4838.99","5.44","39.34","","889","123","4.87","0","68.0","9.20","6.99","-3.18","上市系","2017-07-01","51jiecai","今日捷财","6000","0","8317.16","29201.7","33","16.09","9.71","123","808","","2017-05"
"2351","4810.78","2.14","25.73","","2244","187","7.18","0","0.0","15.33","10.84","131.14","民营系","2017-07-01","511","车易贷","3000","0","5027.1","21546.5","36","15.88","25.34","622","511","","2017-05"
"2352","4794.39","8.64","97.84","","555","49","6.58","0","0.0","10.04","3.06","-78.16","民营系","2017-07-01","4198","升值空间","2000","0","6388.22","13154.63","16","33.51","47.59","385","4198","","2017-05"
"2353","4764.78","13.35","8.49","民营系","357","561","13.92","0","0.0","11.00","3.00","186.58","风投系","2017-07-01","xitouwang","喜投网","1023","0","8549.13","14241.6","37","60.90","3.53","563","983","","2017-05"
"2354","4624.77","4.08","385.40","","1134","12","2.29","0","0.0","16.60","1.61","72.96","民营系","2017-07-01","weicherong","微车融","3000","0","5062.29","6861.51","32","14.44","96.52","379","905","","2017-05"
"2355","4616.60","10.89","72.13","","424","64","1.75","0","0.0","11.94","1.12","149.02","民营系","2017-07-01","51bangni","51帮你","3000","0","4594.51","5254.54","58","24.53","39.95","234","1483","","2017-05"
"2356","4601.00","6.58","219.10","","699","21","1.61","0","0.0","10.60","2.20","152.70","","2017-07-01","4577","脐橙金融","5000","0","5177.31","8052.76","14","7.74","95.22","122","4577","","2017-05"
"2357","4573.83","7.25","22.42","","631","204","0.00","0","","10.73","3.08","0.00","","","vfunding","微积金","0","0","","","0","0.00","0.00","235","0","","2017-05"
"2358","4559.00","13.37","506.56","民营系","341","9","1.50","0","0.0","10.35","1.51","82.68","民营系","2017-07-01","hhrfs","合伙人金融","5000","0","5901.33","7521.66","25","39.43","94.04","136","1926","","2017-05"
"2359","4539.72","5.86","18.61","国资系","775","244","4.14","0","0.0","9.50","11.28","387.52","国资系","2017-07-01","2144","e兴金融","5000","0","1781.0","20683.63","26","14.38","6.46","252","2144","","2017-05"
"2360","4526.06","4.26","100.58","","1063","45","3.04","0","0.0","11.58","5.93","220.66","民营系","2017-07-01","qianhezi","钱盒子金融","6000","0","3979.66","18262.9","31","13.98","40.87","402","974","","2017-05"
"2361","4497.04","5.56","118.34","","809","38","10.74","0","0.0","12.10","4.56","48.91","国资系","2017-07-01","rongtongzc","融通资产","2000","0","7744.08","21474.91","40","15.69","43.50","76","418","","2017-05"
"2362","4391.86","10.61","40.67","","414","108","2.31","0","0.0","7.46","3.87","55.85","上市系","2017-07-01","553","集利财富","10000","0","10833.65","23068.28","45","20.23","38.79","108","553","","2017-05"
"2363","4361.80","3.22","16.34","","1354","267","13.48","0","0.0","13.82","8.98","235.10","民营系","2017-07-01","24jd","介贷网","2000","0","4005.73","26959.07","34","10.52","31.81","417","709","","2017-05"
"2364","4358.62","11.53","0.23","","378","19291","2.14","0","0.0","13.81","4.09","236.22","民营系","2017-07-01","4506","亲亲小贷","5000","0","6381.8","10716.87","38","60.85","0.12","19523","4506","","2017-05"
"2365","4198.30","1.50","29.15","","2799","144","4.50","0","0.0","7.93","4.00","-10.08","民营系","2017-07-01","5aitou","爱投金融","5000","0","7905.61","22514.17","66","16.58","39.81","204","346","","2017-05"
"2366","4179.65","4.05","25.49","民营系","1033","164","18.62","0","0.0","9.59","4.29","141.33","民营系","2017-07-01","1814","酷宝盒","1000","0","8284.92","18622.7","38","13.08","25.61","225","1814","","2017-05"
"2367","4142.00","4.15","57.53","民营系","997","72","3.24","0","0.0","10.86","2.59","88.08","民营系","2017-07-01","531","众房宝","1808","0","3079.27","5856.33","39","28.27","32.95","290","531","","2017-05"
"2368","4139.70","3.94","24.64","","1050","168","1.27","0","0.0","13.70","4.74","177.25","民营系","2017-07-01","ehjinrong","鄂汇金融","10000","0","6643.25","12722.12","39","29.09","25.88","348","475","","2017-05"
"2369","4070.00","24.67","74.00","民营系","165","55","3.94","0","0.0","8.23","4.17","-114.84","民营系","2017-07-01","ssp2p","圈圈贷","5000","0","4085.97","19691.41","62","65.10","17.05","55","108","","2017-05"
"2370","4068.00","4.96","96.86","民营系","820","42","7.78","0","0.0","10.95","2.83","-115.98","民营系","2017-07-01","51rzy","融资易","1500","0","7425.57","11676.49","32","16.62","31.39","68","894","","2017-05"
"2371","4064.09","5.74","65.55","","708","62","6.41","0","0.0","7.46","6.19","21161.31","民营系","2017-07-01","1914","方元金服","3300","0","7730.88","21161.31","30","0.00","0.00","106","1914","","2017-05"
"2372","4059.59","5.28","139.99","","769","29","4.24","0","0.0","8.61","2.43","115.55","民营系","2017-07-01","4318","玺鉴","2500","0","6086.24","10598.71","27","35.45","47.37","166","4318","","2017-05"
"2373","4036.55","3.21","7.81","","1258","517","4.12","0","0.0","12.76","6.21","78.64","民营系","2017-07-01","2591","掌中财富","5000","0","5573.11","20584.06","25","63.91","3.33","545","2591","","2017-05"
"2374","4035.33","2.53","403.53","民营系","1595","10","1.60","0","0.0","10.68","2.11","154.83","民营系","2017-07-01","ddzrh","智融会","5000","0","6637.1","8004.32","42","32.26","98.00","123","1113","","2017-05"
"2375","3979.00","2.72","41.02","国资系","1461","97","2.29","0","0.0","10.82","4.95","364.78","国资系","2017-07-01","3346","钱满仓","5000","0","4331.24","11451.21","28","24.62","26.23","141","3346","","2017-05"
"2376","3955.64","4.70","247.23","民营系","841","16","15.88","0","0.0","8.90","3.58","-75.96","风投系","2017-07-01","1441","京金所","1092","0","9906.17","17341.42","29","19.31","91.84","331","1441","","2017-05"
"2377","3952.61","3.43","24.86","","1154","159","3.72","0","0.0","11.89","5.01","-2.80","民营系","2017-07-01","moneydai","钱贷网","5000","0","4211.26","18608.76","53","9.68","22.35","219","120","","2017-05"
"2378","3944.92","2.23","32.87","民营系","1770","120","6.51","0","0.0","14.72","3.47","83.45","民营系","2017-07-01","liju123com","利聚网","1000","0","3348.73","6511.1","30","9.62","65.58","244","1450","","2017-05"
"2379","3805.00","3.81","43.74","民营系","1000","87","2.11","0","0.0","8.88","6.20","114.62","民营系","2017-07-01","bbuwin","步步盈","10000","0","5217.16","21148.42","35","21.41","3.50","87","960","","2017-05"
"2380","3800.00","1.30","1900.00","国资系","2932","2","1.07","0","0.0","9.99","3.90","451.50","国资系","2017-07-01","pangpangpig","胖胖猪","5752","0","1827.17","6151.87","29","13.26","100.00","115","1796","","2017-05"
"2381","3798.00","2.90","122.52","民营系","1309","31","4.75","0","0.0","10.58","5.92","8.31","风投系","2017-07-01","helloan","合力贷","5000","0","11748.09","23755.8","57","13.63","28.25","70","118","","2017-05"
"2382","3784.00","3.06","473.00","","1235","8","0.00","0","","10.27","2.91","0.00","","","hepaidai","合拍贷","0","0","","","0","0.00","0.00","164","0","","2017-05"
"2383","3782.77","12.74","42.50","","297","89","1.65","0","0.0","10.94","1.41","292.24","","2017-07-01","1944","光华财缘网","2600","0","3065.34","4297.99","32","33.14","65.34","166","1944","","2017-05"
"2384","3707.27","10.21","7.89","民营系","363","470","82.82","0","0.0","9.78","2.48","16.23","风投系","2017-07-01","83chedai","百财车贷","118","0","7170.82","9772.29","30","68.71","5.24","476","3576","","2017-05"
"2385","3621.80","2.06","9.19","","1757","394","11.78","0","88.0","12.77","13.67","106.81","民营系","2017-07-01","liyedai","立业贷","2222","0","5492.1","26176.68","40","10.16","1.91","395","435","","2017-05"
"2386","3594.23","2.55","1.96","","1409","1832","7.56","0","0.0","13.80","15.71","83.98","风投系","2017-07-01","darenloan","达人贷","1816","0","3027.82","13723.41","41","8.32","5.96","11036","715","","2017-05"
"2387","3593.42","3.97","11.70","民营系","906","307","3.86","0","0.0","11.34","7.01","231.32","风投系","2017-07-01","eweidai","e微贷","5000","0","3745.62","19279.11","38","15.21","1.97","310","566","","2017-05"
"2388","3572.00","18.51","893.00","民营系","193","4","4.39","0","0.0","19.00","2.43","135.77","民营系","2017-07-01","jinyuandai","金源贷","2000","0","5626.48","8784.75","37","37.16","100.00","271","527","","2017-05"
"2389","3520.56","1.89","391.17","","1862","9","1.35","0","0.0","8.58","2.50","271.11","国资系","2017-07-01","4631","银承派","4737","0","4078.48","6390.15","26","10.27","96.93","148","4631","","2017-05"
"2390","3426.80","24.65","856.70","民营系","139","4","0.78","0","0.0","7.51","0.55","206.43","民营系","2017-07-01","4183","易享贷","5000","0","2733.59","3908.74","28","47.09","100.00","83","4183","","2017-05"
"2391","3389.30","7.79","37.66","民营系","435","90","2.44","0","0.0","11.13","5.65","101.18","民营系","2017-07-01","cqdai","橙旗贷","5435","0","4218.7","13286.83","31","22.26","53.72","218","966","","2017-05"
"2392","3339.37","5.12","38.83","民营系","652","86","25.80","0","0.0","8.08","5.31","79.23","民营系","2017-07-01","1004","易金智慧","500","0","2899.68","12898.77","34","12.55","21.60","118","1004","","2017-05"
"2393","3328.60","3.16","158.50","","1053","21","20.04","0","0.0","9.94","6.96","79.48","民营系","2017-07-01","4223","九金所","1000","0","7022.1","20037.14","33","23.49","57.27","118","4223","","2017-05"
"2394","3326.05","7.36","114.69","民营系","452","29","1.19","0","0.0","13.73","2.55","44.07","民营系","2017-07-01","zrcf","智融财富","5500","0","3466.63","6563.73","32","26.35","41.94","279","337","","2017-05"
"2395","3305.30","4.54","12.96","民营系","728","255","2.44","0","0.0","9.27","4.06","146.78","民营系","2017-07-01","tangguojr","糖果金融","5000","0","4066.31","12194.51","29","16.52","9.69","257","1715","","2017-05"
"2396","3277.98","2.19","182.11","民营系","1494","18","1.09","0","0.0","12.34","1.94","85.90","民营系","2017-07-01","2570","蜂投网","5000","0","3804.34","5430.5","31","5.40","70.94","340","2570","","2017-05"
"2397","3260.08","9.59","21.59","国资系","340","151","0.54","1","0.0","9.94","4.46","-77.99","国资系","2017-07-01","hotouzi","汇投网","10000","0","3896.23","5409.11","36","78.20","99.67","345","731","","2017-05"
"2398","3217.60","38.77","57.46","民营系","83","56","6.92","0","0.0","11.13","2.46","177.00","民营系","2017-07-01","htfs","禾泰财富","1000","0","4338.03","6920.99","42","62.09","60.89","146","1241","","2017-05"
"2399","3200.50","5.24","15.31","","611","209","3.10","0","0.0","11.77","2.23","137.89","民营系","2017-07-01","1801","阳光易贷","3000","0","4976.01","9288.05","34","21.91","10.67","238","1801","","2017-05"
"2400","3194.00","9.23","88.72","国资系","346","36","1.64","0","0.0","11.90","3.66","142.97","国资系","2017-07-01","3271","中融通贷","5000","0","5327.6","8190.01","39","32.73","27.88","235","3271","","2017-05"
"2401","3192.26","2.84","9.25","","1123","345","4.66","0","0.0","11.13","1.32","104.25","民营系","2017-07-01","2813","信融投资","5000","0","4043.01","4655.23","22","19.82","8.54","363","2813","","2017-05"
"2402","3173.60","6.15","20.74","民营系","516","153","1.11","0","0.0","11.27","6.24","77.47","民营系","2017-07-01","dingxindai","鼎信贷","10000","0","4566.59","11098.51","53","12.53","18.10","223","427","","2017-05"
"2403","3163.13","4.13","4.90","","765","646","0.00","0","","14.10","3.17","0.00","","","4023","OK贷","0","0","","","0","0.00","0.00","650","0","","2017-05"
"2404","3152.20","7.54","143.28","","418","22","1.67","0","0.0","16.20","3.41","76.61","民营系","2017-07-01","4032","财富智汇","5000","0","4667.09","8333.63","17","31.25","95.10","250","4032","","2017-05"
